record_id,source_sheet,source_row,numbers_fighter_id,fighter_name,matched_fighter_id,candidate_fighter_id,division,promotion_raw,promotion_id,event_number_raw,event_number_normalized,bout_format,opponent_name,opponent_numbers_fighter_id,opponent_matched_fighter_id,opponent_candidate_fighter_id,result_mark,result,detail_raw
numbers_record_0191,個人成績,192,numbers_fighter_034,バン・ベルソーザ,fighter_c6b52ed0b2,fighter_c6b52ed0b2,ライト,MAXバウト,max_bout,第6回 1回戦B,第6回 1回戦B,トーナメント,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚫︎,loss,"3R 判定2-1
一回戦敗退"
numbers_record_0192,個人成績,193,numbers_fighter_034,バン・ベルソーザ,fighter_c6b52ed0b2,fighter_c6b52ed0b2,,MH,mh,32.0,32,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚫︎,loss,3R 3:05 KO(左ストレート)
numbers_record_0193,個人成績,194,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,ライト,MH,mh,23.0,23,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,1R KO(左フック)
numbers_record_0194,個人成績,195,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,,MH,mh,24.0,24,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚫︎,loss,3R KO(左ストレート)
numbers_record_0195,個人成績,196,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,,MH,mh,26.0,26,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚪︎,win,3R 判定3-0
numbers_record_0196,個人成績,197,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,,MH,mh,29.0,29,ワンマッチ,ムラト・クツワ,numbers_fighter_026,fighter_ceabf5fde9,fighter_ceabf5fde9,⚫︎,loss,1R 2:31 TKO(左フック→パウンド®️)
numbers_record_0197,個人成績,198,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,,MH,mh,31.0,31,ワンマッチ,ローリングJr,numbers_fighter_003,,jr,⚫︎,loss,1R 1:47 ギロチンチョーク
numbers_record_0198,個人成績,199,numbers_fighter_035,ジョン・バレー,fighter_eddb8db316,fighter_eddb8db316,,MH,mh,34.0,34,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,"1R 0:13 KO(左ストレート)
RF時代から数えて5度目の対戦"
numbers_record_0199,個人成績,200,numbers_fighter_036,ロン,fighter_1eccfcf027,fighter_1eccfcf027,ミドル,エンペラー,emperor,120.0,120,ワンマッチ,エス・ガリオン,numbers_fighter_047,fighter_3c507e2d6d,fighter_3c507e2d6d,⚫︎,loss,"1R 3:12 アームバー
メジャーデビュー戦"
numbers_record_0200,個人成績,201,numbers_fighter_037,アトゥリうえはら,fighter_e590e4eb0f,fighter_e590e4eb0f,ミドル,エンペラー,emperor,110.0,110,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,"3R 3:06 TKO(タオル投入)
メジャーデビュー戦"
numbers_record_0201,個人成績,202,numbers_fighter_037,アトゥリうえはら,fighter_e590e4eb0f,fighter_e590e4eb0f,,エンペラー,emperor,114.0,114,ワンマッチ,ヴァン・ブルックス,numbers_fighter_051,fighter_d698e2e0fb,fighter_d698e2e0fb,⚪︎,win,1R 2:39 アームバー
numbers_record_0202,個人成績,203,numbers_fighter_037,アトゥリうえはら,fighter_e590e4eb0f,fighter_e590e4eb0f,,エンペラー,emperor,115.0,115,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚫︎,loss,1R 3:42 KO(パンチ連打)
numbers_record_0203,個人成績,204,numbers_fighter_037,アトゥリうえはら,fighter_e590e4eb0f,fighter_e590e4eb0f,,エンペラー,emperor,119.0,119,ワンマッチ,エス・ガリオン,numbers_fighter_047,fighter_3c507e2d6d,fighter_3c507e2d6d,⚫︎,loss,1R 2:24 リアネイキッドチョーク
numbers_record_0204,個人成績,205,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,ミドル,エンペラー,emperor,106.0,106,タイトル,チャールス・ブランディン,numbers_fighter_040,fighter_b9115f2d71,fighter_b9115f2d71,⚪︎,win,"1R TKO(パウンド®️)
エンペラーミドル級王座初防衛"
numbers_record_0205,個人成績,206,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,エンペラー,emperor,107.0,107,ノンタイトル,ロコール・アラニン,numbers_fighter_050,fighter_2fdaa958ad,fighter_2fdaa958ad,⚪︎,win,1R TKO(パウンド)
numbers_record_0206,個人成績,207,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,MAXバウト,max_bout,第5回 1回戦A,第5回 1回戦A,トーナメント,ヘル・ラッサー,numbers_fighter_010,fighter_8d86ebfe6f,fighter_8d86ebfe6f,⚪︎,win,"3R 判定3-0
二回戦進出"
numbers_record_0207,個人成績,208,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,MAXバウト,max_bout,第5回 2回戦A,第5回 2回戦A,トーナメント,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚪︎,win,"3R 3:48 ノースサウスチョーク
準決勝進出"
numbers_record_0208,個人成績,209,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,MAXバウト,max_bout,第5回 準決勝,第5回 準決勝,トーナメント,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚪︎,win,"1R 2:56 KO(スープレックス→パウンド)
決勝進出"
numbers_record_0209,個人成績,210,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,MAXバウト,max_bout,第5回 決勝,第5回 決勝,トーナメント,テール・ジャンク,numbers_fighter_011,tail_junk,tail_junk,⚫︎,loss,"1R 3:47 KO(スタンドパンチ連打→膝蹴り)
第5回MAXバウトミドル級トーナメント準優勝"
numbers_record_0210,個人成績,211,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,MAXバウト,max_bout,SP,SP,ワンマッチ,ルージュド・スターリー,numbers_fighter_039,rouged_starry,rouged_starry,⚪︎,win,3R 判定3-0
numbers_record_0211,個人成績,212,numbers_fighter_038,ミサ・ウィル・ジョー,misa_will_joe,misa_will_joe,,エンペラー,emperor,120.0,120,ワンマッチ,ブレード・アロー,numbers_fighter_052,fighter_808e183fda,fighter_808e183fda,⚪︎,win,"1R 3:24 KO(パウンド)
第6回MAXバウトミドル級トーナメントを最後にキングプロレスへ戻ることを宣言"
numbers_record_0212,個人成績,213,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,ミドル,ターゲット,target,84.0,84,タイトル,ビル・ジャガー,,,,⚪︎,win,判定2-1 ターゲットミドル級王座初防衛
numbers_record_0213,個人成績,214,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,ターゲット,target,85.0,85,タイトル,おとさわ,numbers_fighter_071,otosawa,otosawa,⚪︎,win,"3R フロントネックロック 
2度目の防衛"
numbers_record_0214,個人成績,215,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,ターゲット,target,87.0,87,タイトル,ファン・ミール・セイバー,,,,⚪︎,win,"1R 3:41 ヒールホールド 
3度目の防衛"
numbers_record_0215,個人成績,216,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,MAXバウト,max_bout,第5回 1回戦A,第5回 1回戦A,トーナメント,シガー・ユーナイム,numbers_fighter_076,fighter_31e0efe5d2,fighter_31e0efe5d2,⚪︎,win,"1R 2:11 トライアングルアームバー
二回戦進出"
numbers_record_0216,個人成績,217,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,MAXバウト,max_bout,第5回 2回戦B,第5回 2回戦B,トーナメント,テール・ジャンク,numbers_fighter_011,tail_junk,tail_junk,⚫︎,loss,"2R 3:12 KO(バックスピンキック→パウンド)
二回戦敗退
この後にターゲットミドル級王座返上
ターゲット無敗のままエンペラーへ移籍"
numbers_record_0217,個人成績,218,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,エンペラー,emperor,117.0,117,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚪︎,win,"1R 2:47 アナコンダチョーク
エンペラー移籍初戦"
numbers_record_0218,個人成績,219,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,MAXバウト,max_bout,SP,SP,ワンマッチ,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,3R 判定0-3
numbers_record_0219,個人成績,220,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,エンペラー,emperor,118.0,118,ワンマッチ,アマルド・ビュエーラ,numbers_fighter_048,fighter_578e54d009,fighter_578e54d009,⚪︎,win,3R 1:10 アームバー
numbers_record_0220,個人成績,221,numbers_fighter_039,ルージュド・スターリー,rouged_starry,rouged_starry,,エンペラー,emperor,119.0,119,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚪︎,win,1R 終了 TKO(コーナーストップ)
numbers_record_0221,個人成績,222,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,ミドル,エンペラー,emperor,105.0,105,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚪︎,win,1R TKO(パウンド®️)
numbers_record_0222,個人成績,223,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,,エンペラー,emperor,106.0,106,ワンマッチ,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,1R TKO(パウンド®️)
numbers_record_0223,個人成績,224,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,,エンペラー,emperor,111.0,111,ワンマッチ,ロコール・アラニン,numbers_fighter_050,fighter_2fdaa958ad,fighter_2fdaa958ad,⚪︎,win,1R 1:45秒 TKO(タップアウト 肘脱臼)
numbers_record_0224,個人成績,225,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,,MAXバウト,max_bout,第5回 1回戦A,第5回 1回戦A,トーナメント,かべい,numbers_fighter_068,kabei,kabei,⚫︎,loss,"1R 1:28 KO(左フック)
一回戦敗退"
numbers_record_0225,個人成績,226,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,,エンペラー,emperor,114.0,114,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,1R 0:13 KO(パンチ連打)
numbers_record_0226,個人成績,227,numbers_fighter_040,チャールス・ブランディン,fighter_b9115f2d71,fighter_b9115f2d71,,エンペラー,emperor,120.0,120,ワンマッチ,タイプ・ジー,numbers_fighter_101,fighter_cc477f9dcf,fighter_cc477f9dcf,⚫︎,loss,1R 1:45 アームバー
numbers_record_0227,個人成績,228,numbers_fighter_041,さかえだ,sakaeda,sakaeda,ミドル,エンペラー,emperor,105.0,105,ワンマッチ,チャールス・ブランディン,numbers_fighter_040,fighter_b9115f2d71,fighter_b9115f2d71,⚪︎,win,1R TKO(パウンド®️)
numbers_record_0228,個人成績,229,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,106.0,106,ワンマッチ,アマルド・ビュエーラ,numbers_fighter_048,fighter_578e54d009,fighter_578e54d009,⚪︎,win,2R 判定3-0
numbers_record_0229,個人成績,230,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,108.0,108,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚪︎,win,3R 0:46 TKO(左アッパー→パウンド®️)
numbers_record_0230,個人成績,231,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,109.0,109,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚪︎,win,2R 4:16 KO(スタンドパンチ連打)
numbers_record_0231,個人成績,232,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,110.0,110,ワンマッチ,アトゥリうえはら,numbers_fighter_037,fighter_e590e4eb0f,fighter_e590e4eb0f,⚪︎,win,3R 3:06 TKO(タオル投入)
numbers_record_0232,個人成績,233,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,MAXバウト,max_bout,第5回 1回戦B,第5回 1回戦B,トーナメント,ミハエル・ボタルニカ,numbers_fighter_077,fighter_e9d2feca82,fighter_e9d2feca82,⚪︎,win,"3R 判定3-0
二回戦進出"
numbers_record_0233,個人成績,234,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,MAXバウト,max_bout,第5回 2回戦A,第5回 2回戦A,トーナメント,クロノ・マリーケン,numbers_fighter_013,fighter_d9983ebeb3,fighter_d9983ebeb3,⚪︎,win,"1R 2:14 チョークスリーパー
準決勝進出"
numbers_record_0234,個人成績,235,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,MAXバウト,max_bout,第5回 準決勝,第5回 準決勝,トーナメント,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,"1R 2:56 KO(スープレックス→パウンド)
準決勝敗退"
numbers_record_0235,個人成績,236,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,114.0,114,ワンマッチ,チャールス・ブランディン,numbers_fighter_040,fighter_b9115f2d71,fighter_b9115f2d71,⚪︎,win,1R 0:13 KO(パンチ連打)
numbers_record_0236,個人成績,237,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,116.0,116,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚪︎,win,3R 判定3-0
numbers_record_0237,個人成績,238,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,MAXバウト,max_bout,SP,SP,ワンマッチ,かべい,numbers_fighter_068,kabei,kabei,⚫︎,loss,1R 2:52 KO(左フック→パウンド)
numbers_record_0238,個人成績,239,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,118.0,118,ワンマッチ,ガネルソン・シャル・ワー,numbers_fighter_044,fighter_468bc73db5,fighter_468bc73db5,⚫︎,loss,1R 1:11 KO(左ストレート→パウンド)
numbers_record_0239,個人成績,240,numbers_fighter_041,さかえだ,sakaeda,sakaeda,,エンペラー,emperor,119.0,119,ワンマッチ,ルージュド・スターリー,numbers_fighter_039,rouged_starry,rouged_starry,⚫︎,loss,1R 終了 TKO(コーナーストップ)
numbers_record_0240,個人成績,241,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,ミドル,エンペラー,emperor,106.0,106,ワンマッチ,ユーナ・ガナ,,,,⚫︎,loss,"1R アームバー
メジャーデビュー戦
ユーナ・ガナ引退試合"
numbers_record_0241,個人成績,242,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,109.0,109,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚪︎,win,1R 2:10 KO(左ハイ)
numbers_record_0242,個人成績,243,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,110.0,110,ワンマッチ,ヴァン・ブルックス,numbers_fighter_051,fighter_d698e2e0fb,fighter_d698e2e0fb,⚪︎,win,1R 1:22 KO(右フック)
numbers_record_0243,個人成績,244,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,111.0,111,ワンマッチ,ブレード・アロー,numbers_fighter_052,fighter_808e183fda,fighter_808e183fda,⚪︎,win,1R 1:50 KO(左フック)
numbers_record_0244,個人成績,245,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,MAXバウト,max_bout,第5回 1回戦B,第5回 1回戦B,トーナメント,トルー・パルドレス,numbers_fighter_012,fighter_23a078dc11,fighter_23a078dc11,⚪︎,win,"2R 1:57 KO(左ハイ)
二回戦進出"
numbers_record_0245,個人成績,246,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,MAXバウト,max_bout,第5回 2回戦A,第5回 2回戦A,トーナメント,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,"3R 3:48 ノースサウスチョーク
二回戦敗退"
numbers_record_0246,個人成績,247,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,114.0,114,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚪︎,win,1R 3:16 KO(左フック)
numbers_record_0247,個人成績,248,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,116.0,116,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,3R 判定0-3
numbers_record_0248,個人成績,249,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,MAXバウト,max_bout,SP,SP,ワンマッチ,ライン・デュオ,numbers_fighter_005,fighter_392d495da8,fighter_392d495da8,⚪︎,win,1R 1:13 KO(左ストレート)
numbers_record_0249,個人成績,250,numbers_fighter_042,ダイス・ヴォルケード,fighter_5d7998006d,fighter_5d7998006d,,エンペラー,emperor,118.0,118,ワンマッチ,バルバード・ブワーズ,numbers_fighter_049,fighter_083d80ec79,fighter_083d80ec79,⚪︎,win,1R 3:30 KO(左ハイ)
numbers_record_0250,個人成績,251,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,ミドル,エンペラー,emperor,109.0,109,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,"2R 4:16 KO(スタンドパンチ連打)
メジャーデビュー戦"
numbers_record_0251,個人成績,252,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,,エンペラー,emperor,110.0,110,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚫︎,loss,1R ダートソンの反則
numbers_record_0252,個人成績,253,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,,エンペラー,emperor,113.0,113,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚪︎,win,1R 1:43 KO(スタンドパンチ連打)
numbers_record_0253,個人成績,254,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,,エンペラー,emperor,114.0,114,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚫︎,loss,1R 3:16 KO(左フック)
numbers_record_0254,個人成績,255,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,,エンペラー,emperor,115.0,115,ワンマッチ,アトゥリうえはら,numbers_fighter_037,fighter_e590e4eb0f,fighter_e590e4eb0f,⚪︎,win,1R 3:42 KO(パンチ連打)
numbers_record_0255,個人成績,256,numbers_fighter_043,ダートソン,fighter_b23cf227ff,fighter_b23cf227ff,,エンペラー,emperor,119.0,119,ワンマッチ,ガネルソン・シャル・ワー,numbers_fighter_044,fighter_468bc73db5,fighter_468bc73db5,⚫︎,loss,1R 2:09 KO(左フック)
numbers_record_0256,個人成績,257,numbers_fighter_044,ガネルソン・シャル・ワー,fighter_468bc73db5,fighter_468bc73db5,ミドル,エンペラー,emperor,118.0,118,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚪︎,win,"1R 1:11 KO(左ストレート→パウンド)
メジャーデビュー戦"
numbers_record_0257,個人成績,258,numbers_fighter_044,ガネルソン・シャル・ワー,fighter_468bc73db5,fighter_468bc73db5,,エンペラー,emperor,119.0,119,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚪︎,win,1R 2:09 KO(左フック)
numbers_record_0258,個人成績,259,numbers_fighter_045,さくらい,sakurai,sakurai,ライト,エンペラー,emperor,107.0,107,ワンマッチ,ドーナッツ,,,,⚪︎,win,2R アームバー
numbers_record_0259,個人成績,260,numbers_fighter_045,さくらい,sakurai,sakurai,ライト,エンペラー,emperor,108.0,108,ワンマッチ,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚫︎,loss,2R 2:43 KO(左ボディ→パンチ→ボディへの膝)
numbers_record_0260,個人成績,261,numbers_fighter_045,さくらい,sakurai,sakurai,ライト,エンペラー,emperor,113.0,113,ワンマッチ,クレイエル・アビソカ,numbers_fighter_063,fighter_0f529b069a,fighter_0f529b069a,⚫︎,loss,1R 2:16 KO(跳び膝蹴り→パウンド)
numbers_record_0261,個人成績,262,numbers_fighter_045,さくらい,sakurai,sakurai,ライト,エンペラー,emperor,114.0,114,ワンマッチ,ゆめろう,numbers_fighter_062,fighter_4d6356d021,fighter_4d6356d021,⚪︎,win,1R 3:55 KO(パウンド)
numbers_record_0262,個人成績,263,numbers_fighter_045,さくらい,sakurai,sakurai,ライト,エンペラー,emperor,115.0,115,ワンマッチ,ステシエン・チェット,numbers_fighter_057,fighter_30b7a4a468,fighter_30b7a4a468,⚫︎,loss,1R 2:15 アームバー
numbers_record_0263,個人成績,264,numbers_fighter_045,さくらい,sakurai,sakurai,ミドル,エンペラー,emperor,119.0,119,ワンマッチ,レイ・ガシーオ,numbers_fighter_046,fighter_32d0d719ec,fighter_32d0d719ec,⚪︎,win,"2R 1:56 アームロック
ミドル級転向初戦"
numbers_record_0264,個人成績,265,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,ミドル,エンペラー,emperor,105.0,105,ワンマッチ,パリド・アーディン,numbers_fighter_053,fighter_101d6a4f3f,fighter_101d6a4f3f,⚪︎,win,"2R KO(膝蹴り)
メジャーデビュー戦"
numbers_record_0265,個人成績,266,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,108.0,108,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,3R 0:46 TKO(左アッパー→パウンド®️)
numbers_record_0266,個人成績,267,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,109.0,109,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚫︎,loss,1R 2:10 KO(左ハイ)
numbers_record_0267,個人成績,268,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,110.0,110,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚪︎,win,1R ダートソンの反則
numbers_record_0268,個人成績,269,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,113.0,113,ワンマッチ,ダートソン,numbers_fighter_043,fighter_b23cf227ff,fighter_b23cf227ff,⚫︎,loss,1R 1:43 KO(スタンドパンチ連打)
numbers_record_0269,個人成績,270,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,117.0,117,ワンマッチ,ルージュド・スターリー,numbers_fighter_039,rouged_starry,rouged_starry,⚫︎,loss,1R 2:47 アナコンダチョーク
numbers_record_0270,個人成績,271,numbers_fighter_046,レイ・ガシーオ,fighter_32d0d719ec,fighter_32d0d719ec,,エンペラー,emperor,119.0,119,ワンマッチ,さくらい,numbers_fighter_045,sakurai,sakurai,⚫︎,loss,2R 1:56 アームロック
numbers_record_0271,個人成績,272,numbers_fighter_047,エス・ガリオン,fighter_3c507e2d6d,fighter_3c507e2d6d,ミドル,エンペラー,emperor,119.0,119,ワンマッチ,アトゥリうえはら,numbers_fighter_037,fighter_e590e4eb0f,fighter_e590e4eb0f,⚪︎,win,"1R 2:24 リアネイキッドチョーク
メジャーデビュー戦"
numbers_record_0272,個人成績,273,numbers_fighter_047,エス・ガリオン,fighter_3c507e2d6d,fighter_3c507e2d6d,,エンペラー,emperor,120.0,120,ワンマッチ,ロン,numbers_fighter_036,fighter_1eccfcf027,fighter_1eccfcf027,⚪︎,win,1R 3:12 アームバー
numbers_record_0273,個人成績,274,numbers_fighter_048,アマルド・ビュエーラ,fighter_578e54d009,fighter_578e54d009,ミドル,エンペラー,emperor,106.0,106,ワンマッチ,さかえだ,numbers_fighter_041,sakaeda,sakaeda,⚫︎,loss,"2R 判定3-0
メジャーデビュー戦"
numbers_record_0274,個人成績,275,numbers_fighter_048,アマルド・ビュエーラ,fighter_578e54d009,fighter_578e54d009,,エンペラー,emperor,118.0,118,ワンマッチ,ルージュド・スターリー,numbers_fighter_039,rouged_starry,rouged_starry,⚫︎,loss,3R 1:10 アームバー
numbers_record_0275,個人成績,276,numbers_fighter_049,バルバード・ブワーズ,fighter_083d80ec79,fighter_083d80ec79,ミドル,エンペラー,emperor,118.0,118,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚫︎,loss,"1R 3:30 KO(左ハイ)
メジャーデビュー戦"
numbers_record_0276,個人成績,277,numbers_fighter_050,ロコール・アラニン,fighter_2fdaa958ad,fighter_2fdaa958ad,ミドル,エンペラー,emperor,107.0,107,ワンマッチ,ミサ・ウィル・ジョー,numbers_fighter_038,misa_will_joe,misa_will_joe,⚫︎,loss,"1R TKO(パウンド)
メジャーデビュー戦"
numbers_record_0277,個人成績,278,numbers_fighter_050,ロコール・アラニン,fighter_2fdaa958ad,fighter_2fdaa958ad,,エンペラー,emperor,110.0,110,ワンマッチ,シャパール・アミア,numbers_fighter_054,fighter_4b95bfe573,fighter_4b95bfe573,⚪︎,win,1R 2:10 TKO(パウンド®️)
numbers_record_0278,個人成績,279,numbers_fighter_050,ロコール・アラニン,fighter_2fdaa958ad,fighter_2fdaa958ad,,エンペラー,emperor,111.0,111,ワンマッチ,チャールス・ブランディン,numbers_fighter_040,fighter_b9115f2d71,fighter_b9115f2d71,⚫︎,loss,1R 1:45秒 TKO(タップアウト 肘脱臼)
numbers_record_0279,個人成績,280,numbers_fighter_051,ヴァン・ブルックス,fighter_d698e2e0fb,fighter_d698e2e0fb,ミドル,エンペラー,emperor,110.0,110,ワンマッチ,ダイス・ヴォルケード,numbers_fighter_042,fighter_5d7998006d,fighter_5d7998006d,⚫︎,loss,"1R 1:22 KO(右フック)
メジャーデビュー戦"
numbers_record_0280,個人成績,281,numbers_fighter_051,ヴァン・ブルックス,fighter_d698e2e0fb,fighter_d698e2e0fb,,エンペラー,emperor,114.0,114,ワンマッチ,アトゥリうえはら,numbers_fighter_037,fighter_e590e4eb0f,fighter_e590e4eb0f,⚫︎,loss,1R 2:39 アームバー
numbers_record_0281,個人成績,282,numbers_fighter_052,ブレード・アロー,fighter_808e183fda,fighter_808e183fda,ミドル,エンペラー,emperor,110.0,110,ワンマッチ,パリド・アーディン,numbers_fighter_053,fighter_101d6a4f3f,fighter_101d6a4f3f,⚪︎,win,"1R 3:22 ネックロック
メジャーデビュー戦"
