candidate_id,video_id,video_title,source_id,source_type,source_ref_id,source_title,source_url,mention_types,matched_texts,content_preview,confidence,notes
video-source-0192,youtube_udtntbd9neu,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　テール・ジャンクvsらんちゃーすがや,youtube_description:youtube_udtntbd9neu,youtube_description,youtube_udtntbd9neu,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　テール・ジャンクvsらんちゃーすがや,https://www.youtube.com/watch?v=uDtNtBD9NEU,event:2 | result:1,第5回MAXバウトミドル級ＧＰ | 第2回、第3回MAXバウトミドル級トーナメント優勝 | ⑨タイトル⑩戦いたい相手,第5回MAXバウトミドル級ＧＰ 1回戦Bグループ 第一試合 ①テール・ジャンク ②Unknown ③ 31歳 ④186cm ⑤Sジム ⑥【21勝2敗】⑦M・H⑧4回目 ⑨現M・Hミドル級王者 第2回、第3回MAXバウトミドル級トーナメント優勝 ⑩ミサ・ウィル・ジョー 🆚 ①らんちゃーすがや ②必殺レインボーフック ③27歳 ④185cm ⑤コミックファイト倶楽部 ⑥【3勝0敗】⑦M・H⑧1回目 ⑨元コミックファイトミドル級王者 元ジャパンファイトミドル級王者 ⑩かべい 🚨①名...,high,YouTube description source document is available for this video.
video-source-0193,youtube_4a_ucjfzwra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　クロノ・マリーケンvsギタミン・アーロン,youtube_description:youtube_4a_ucjfzwra,youtube_description,youtube_4a_ucjfzwra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　クロノ・マリーケンvsギタミン・アーロン,https://www.youtube.com/watch?v=4A-ucJFzWrA,event:2 | result:1,🥊第5回MAXバウトミドル級ＧＰ | ⑨MAXバウトヘビー級総当たりマッチ優勝 | ⑨タイトル⑩戦いたい相手,🥊第5回MAXバウトミドル級ＧＰ 1回戦Bグループ ☆第四試合 ①クロノ・マリーケン ②情無しヒットマン ③ 28歳 ④183cm ⑤チームパウルソン ⑥【7勝5敗】⑦M・H⑧2回目 ⑨元ケンカFCミドル級王者 ⑩ギタミン・アーロン 🆚 ①ギタミン・アーロン ②影の実力者 ③ 36歳 ④185cm ⑤VKデリンジャー ⑥【12勝3敗】⑦M・H⑧3回目 ⑨MAXバウトヘビー級総当たりマッチ優勝 ⑩テール・ジャンク 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績...,high,YouTube description source document is available for this video.
video-source-0194,youtube_7rixgvx9na,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,youtube_description:youtube_7rixgvx9na,youtube_description,youtube_7rixgvx9na,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,https://www.youtube.com/watch?v=-7rixgVx9nA,event:1 | result:1,🥊第5回MAXバウトミドル級ＧＰ | ⑨タイトル⑩戦いたい相手,🥊第5回MAXバウトミドル級ＧＰ 1回戦Bグループ ☆第二試合 ①さかえだ ②日本ミドル級ストライキングのエース ③ 32歳 ④180cm ⑤日本MMAチーム ⑥【16勝7敗】⑦エンペラー⑧4回目 ⑨なし ⑩かべい 🆚 ①ミハエル・ボタルニカ ②復活のダークヒーローミドル編 ③35歳④188cm⑤レ・ジェンド ⑥【4勝2敗】⑦ターゲット⑧1回目 ⑨元ネオマーキーズヘビー級王者 ⑩ミサ・ウィル・ジョー 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧...,high,YouTube description source document is available for this video.
video-source-0195,youtube_mnp9fbyafra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ルージュド・スターリーvsシガー・ユーナイム,youtube_description:youtube_mnp9fbyafra,youtube_description,youtube_mnp9fbyafra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ルージュド・スターリーvsシガー・ユーナイム,https://www.youtube.com/watch?v=mNP9FbyAFrA,event:1 | result:2,第5回MAXバウトミドル級ＧＰ | ②キラーファイトのKOキング | ⑨タイトル⑩戦いたい相手,第5回MAXバウトミドル級ＧＰ 1回戦Aグループ ☆第二試合 ①ルージュド・スターリー ②柔術ミステリー ③33歳④190cm⑤ゴッサブトップチーム ⑥【9勝1敗】⑦ターゲット⑧2回目 ⑨現ターゲットミドル級王者 ⑩ゼット 🆚 ①シガー・ユーナイム ②キラーファイトのKOキング ③29歳④190cm⑤ワンデイジム ⑥【2勝0敗】⑦ターゲット⑧1回目 ⑨現キラーFCミドル級暫定王者 ⑩ヘル・ラッサー 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白...,high,YouTube description source document is available for this video.
video-source-0196,youtube_voqcotsamwi,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ミサ・ウィル・ジョーvsヘル・ラッサー,youtube_description:youtube_voqcotsamwi,youtube_description,youtube_voqcotsamwi,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ミサ・ウィル・ジョーvsヘル・ラッサー,https://www.youtube.com/watch?v=vOqCOtsAmWI,event:3 | result:1,第5回MAXバウトミドル級ＧＰ | ⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 | 第4回MAXバウトミドル級トーナメント優勝 | ⑨タイトル⑩戦いたい相手,第5回MAXバウトミドル級ＧＰ 1回戦Aグループ ☆第一試合 ①ミサ・ウィル・ジョー ②ラスボス ③年齢36歳④身長185cm⑤所属ミサイル・ジョー ⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 ⑨元キングプロレスヘビー級王者 現エンペラーミドル級王者 第4回MAXバウトミドル級トーナメント優勝 ⑩ブレード・アロー 🆚 ①ヘル・ラッサー ②マイナー二冠のネオバトルモンスター ③31歳 ④191cm ⑤ツインズ ⑥【メジャー戦績なし】⑦ネオマーキーズ⑧1...,high,YouTube description source document is available for this video.
video-source-0197,youtube_fynnomuod1i,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　チャールス・ブランディンvsかべい,youtube_description:youtube_fynnomuod1i,youtube_description,youtube_fynnomuod1i,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　チャールス・ブランディンvsかべい,https://www.youtube.com/watch?v=fyNnoMuod1I,event:1 | result:1,第5回MAXバウトミドル級ＧＰ | ⑨タイトル⑩戦いたい相手,第5回MAXバウトミドル級ＧＰ 1回戦Aグループ ☆第四試合 ①チャールス・ブランディン ②弾丸タックルベアー ③32歳④189cm⑤オーバースロージム ⑥【3勝3敗】⑦エンペラー⑧1回目 ⑨元アルバトロスミドル級王者 ⑩ミサ・ウィル・ジョー 🆚 ①かべい ②覇王 ③27歳 ④188cm ⑤チームジャパン ⑥【7勝3敗】⑦ターゲット⑧2回目 ⑨元ジャパンファイトミドル級王者 ⑩さかえだ 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場...,high,YouTube description source document is available for this video.
video-source-0198,youtube_lj_cbs1xmiq,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　おとさわvsゼット,youtube_description:youtube_lj_cbs1xmiq,youtube_description,youtube_lj_cbs1xmiq,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　おとさわvsゼット,https://www.youtube.com/watch?v=LJ_Cbs1xmiQ,event:3 | result:1,第5回MAXバウトミドル級ＧＰ | ⑨第3回MAXバウトミドル級ＧＰ準優勝 | 第4回MAXバウトミドル級ＧＰ準優勝 | ⑨タイトル⑩戦いたい相手,第5回MAXバウトミドル級ＧＰ 1回戦Aグループ ☆第三試合 ①おとさわ ②日本ミドル級グラップリングのエース ③32歳 ④183cm ⑤ゴッサブジャパン ⑥【19勝13敗】⑦ターゲット ⑧4回目 ⑨第3回MAXバウトミドル級ＧＰ準優勝 ⑩ストライカーの選手 🆚 ①ゼット ②ブリザード ③ 32歳 ④188cm⑤RFチームクリスタル ⑥【8勝4敗】⑦M・H⑧2回目 ⑨元リアルFCミドル級王者 第4回MAXバウトミドル級ＧＰ準優勝 ⑩誰でもいい 🚨①名前②キャッチコピー ③年齢...,high,YouTube description source document is available for this video.
video-source-0199,youtube_irt8ikcjj4i,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック ダブド・ガブリシャンvsローリングジュニア,youtube_description:youtube_irt8ikcjj4i,youtube_description,youtube_irt8ikcjj4i,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック ダブド・ガブリシャンvsローリングジュニア,https://www.youtube.com/watch?v=IrT8IKCjj4I,event:1 | result:1,第7回MAXバウトライト級GP二回戦Ｂブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP二回戦Ｂブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Ｂブロック第二試合 🟥①ダブド・ガブリシャン ②タックルパンツァー ③27歳④175cm⑤ブラックタワー ⑥【5勝1敗】⑦M・H⑧1回目 ⑨元バイオショットライト級王者 ⑩マルコフレイザー 🆚 🟦①ローリングジュニア ②人間断頭台 ③28歳④186cm⑤チームハーツ ⑥【5勝2敗】⑦M・H⑧2回目 ⑨元ネオマー...,high,YouTube description source document is available for this video.
video-source-0200,youtube_ysyzts9p7uo,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック コルト・アプローvsブルーワン,youtube_description:youtube_ysyzts9p7uo,youtube_description,youtube_ysyzts9p7uo,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック コルト・アプローvsブルーワン,https://www.youtube.com/watch?v=YsyzTs9p7uo,event:2 | result:1,第7回MAXバウトライト級GP二回戦Ｂブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第6回 MAXバウトライト級トーナメント優勝,第7回MAXバウトライト級GP二回戦Ｂブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Ｂブロック第一試合 🟥①コルト・アプロー ②連覇を狙うホワイトバイパー ③39歳④175cm⑤マジシャンズ ⑥【21勝12敗】⑦エンペラー⑧5回目 ⑨元エンペラーライト級王者 第6回 MAXバウトライト級トーナメント優勝 ⑩ランダーデビル 🆚 🟦①ブルーワン ②皇帝ビッグウェーブ ③28歳④178cm⑤エキサ...,high,YouTube description source document is available for this video.
video-source-0201,youtube_mzsxwh_pvtq,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック イスカン・アステvsマルコ・フレイザー,youtube_description:youtube_mzsxwh_pvtq,youtube_description,youtube_mzsxwh_pvtq,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック イスカン・アステvsマルコ・フレイザー,https://www.youtube.com/watch?v=MZsxwh-pvtQ,event:1 | result:1,第7回MAXバウトライト級GP二回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP二回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Aブロック第二試合 🟥 ①イスカン・アステ ②ステゴロの伝説 ③33歳④172cm⑤RFチームクリスタル ⑥【5勝1敗】⑦M・H⑧1回目 ⑨元リアルファイトライト級王者 元グレネードライト級王者 🆚 🟦 ①マルコ・フレイザー ②逆襲の疾風レスラー ③32歳④170cm⑤ユーリンジム ⑥【9勝2敗】⑦エンペラー...,high,YouTube description source document is available for this video.
video-source-0202,youtube_x1t1w3rqpb0,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック つくりはらvsランダーデビル,youtube_description:youtube_x1t1w3rqpb0,youtube_description,youtube_x1t1w3rqpb0,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック つくりはらvsランダーデビル,https://www.youtube.com/watch?v=x1T1w3RqPb0,event:2 | result:1,第7回MAXバウトライト級GP二回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第5回 MAXバウトライト級トーナメント優勝,第7回MAXバウトライト級GP二回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Aブロック第一試合 🟥①つくりはら ②ラビット拳法伝承者 ③25歳④174cm⑤バトン柔術 ⑥【5勝0敗】⑦ターゲット⑧1回目 ⑨元ジャパンファイトライト級王者 ⑩コルト・アプロー 🆚 🟦 ①ランダーデビル ②デビル軍最強の男 ③35歳④174cm⑤デビル軍 ⑥【27勝5敗】⑦M・H⑧5回目 ⑨現M・Hライト...,high,YouTube description source document is available for this video.
video-source-0203,youtube_6cc4iyh_ejy,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック マルコ・フレイザーvsワインセル,youtube_description:youtube_6cc4iyh_ejy,youtube_description,youtube_6cc4iyh_ejy,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック マルコ・フレイザーvsワインセル,https://www.youtube.com/watch?v=6Cc4iYH_EJY,event:1 | result:1,第7回MAXバウトライト級GP一回戦Bブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Bブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆第二試合 🟥①マルコ・フレイザー ②逆襲の疾風レスラー ③32歳④170cm⑤ユーリンジム ⑥【8勝2敗】⑦エンペラー⑧2回目 ⑨元アルバトロスライト級王者 元エンペラーライト級王者 ⑩ブルーワン 🆚 🟦①ワインセル ②熟成ナックルパート ③32歳④165cm⑤ワインセルジム ⑥【10勝7敗】⑦ターゲット⑧3...,high,YouTube description source document is available for this video.
video-source-0204,youtube_u8b1_0fnkx8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック わくvsローリングジュニア,youtube_description:youtube_u8b1_0fnkx8,youtube_description,youtube_u8b1_0fnkx8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック わくvsローリングジュニア,https://www.youtube.com/watch?v=U8B1-0FnKx8,event:1 | result:1,第7回MAXバウトライト級GP一回戦Bブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Bブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆第三試合 🟥①わく ②ワンホールショット ③27歳④177cm⑤日本MMAチーム ⑥【9勝1敗】⑦ターゲット⑧2回目 ⑨元ネオマーキーズライト級王者 現ターゲットライト級王者 ⑩ブルーワン 🆚 🟦 ①ローリングジュニア ②人間断頭台 ③28歳④186cm⑤チームハーツ ⑥【4勝2敗】⑦M・H⑧2回目 ⑨元ネオマ...,high,YouTube description source document is available for this video.
video-source-0205,youtube_us8ne3rhqsq,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック さんごくvsダブド・ガブリシャン,youtube_description:youtube_us8ne3rhqsq,youtube_description,youtube_us8ne3rhqsq,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック さんごくvsダブド・ガブリシャン,https://www.youtube.com/watch?v=uS8NE3rHQsQ,event:1 | result:1,第7回MAXバウトライト級GP一回戦Bブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Bブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆第四試合 🟥①さんごく ②一撃アーティスト ③31歳④168cm⑤チームジャパン ⑥【7勝2敗】⑦M・H⑧2回目 ⑨元バトルモードライト級王者 ⑩マルコ・フレイザー 🆚 🟦 ①ダブド・ガブリシャン ②タックルパンツァー ③27歳④175cm⑤ブラックタワー ⑥【4勝1敗】⑦M・H⑧1回目 ⑨元バイオショットラ...,high,YouTube description source document is available for this video.
video-source-0206,youtube_gj_hwkw33s,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック イスカン・アステvsきたむら,youtube_description:youtube_gj_hwkw33s,youtube_description,youtube_gj_hwkw33s,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック イスカン・アステvsきたむら,https://www.youtube.com/watch?v=gJ__hwkw33s,event:1 | result:1,第7回MAXバウトライト級GP一回戦Bブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Bブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Bブロック第一試合☆ 🟥①イスカン・アステ ②ステゴロの伝説 ③33歳④172cm⑤RFチームクリスタル ⑥【4勝1敗】⑦M・H⑧1回目 ⑨元リアルファイトライト級王者 元グレネードライト級王者 ⑩いない 🆚 🟦①きたむら ②畳のストライカー ③30歳④170cm⑤VKデリンジャー ⑥【18勝5敗】⑦ターゲッ...,high,YouTube description source document is available for this video.
video-source-0207,youtube_4bnoht7mgww,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック ランダーデビルvsキマイラ,youtube_description:youtube_4bnoht7mgww,youtube_description,youtube_4bnoht7mgww,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック ランダーデビルvsキマイラ,https://www.youtube.com/watch?v=4bNohT7mgWw,event:2 | result:1,第7回MAXバウトライト級GP一回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第5回 MAXバウトライト級トーナメント優勝,第7回MAXバウトライト級GP一回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆第一試合 🟥①ランダーデビル ②デビル軍最強の男 ③35歳④174cm⑤デビル軍 ⑥【26勝5敗】⑦M・H⑧5回目 ⑨現M・Hライト級王者 第5回 MAXバウトライト級トーナメント優勝 ⑩ブルーワン 🆚 🟦①キマイラ ②ケンカ幻獣 ③26歳④170cm⑤チームボイス ⑥ 【6勝5敗】 ⑦M・H⑧2回目 ⑨なし...,high,YouTube description source document is available for this video.
video-source-0208,youtube_dkhrnaaksho,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック コルト・アプローvsだいな,youtube_description:youtube_dkhrnaaksho,youtube_description,youtube_dkhrnaaksho,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック コルト・アプローvsだいな,https://www.youtube.com/watch?v=DkhrnaakSHo,event:2 | result:1,第7回MAXバウトライト級GP一回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第6回 MAXバウトライト級トーナメント優勝,第7回MAXバウトライト級GP一回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Aブロック第四試合☆ 🟥①コルト・アプロー ②連覇を狙うホワイトバイパー ③39歳④175cm⑤マジシャンズ ⑥【20勝12敗】⑦エンペラー⑧5回目 ⑨元エンペラーライト級王者 第6回 MAXバウトライト級トーナメント優勝 ⑩ランダーデビル 🆚 🟦①だいな ②ターゲットPJ首席 ③24歳④177cm⑤ターゲッ...,high,YouTube description source document is available for this video.
video-source-0209,youtube_hmig9qnqcp8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック つくりはらvsステシエン・チェット,youtube_description:youtube_hmig9qnqcp8,youtube_description,youtube_hmig9qnqcp8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック つくりはらvsステシエン・チェット,https://www.youtube.com/watch?v=Hmig9QNqcP8,event:1 | result:1,第7回MAXバウトライト級GP一回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Aブロック第三試合☆ 🟥①つくりはら ②ラビット拳法伝承者 ③25歳④174cm⑤バトン柔術 ⑥【4勝0敗】⑦ターゲット⑧1回目 ⑨元ジャパンファイトライト級王者 ⑩コルト・アプロー 🆚 🟦①ステシエン・チェット ②リトルカイザー ③24歳④175cm⑤カイザーアスリート ⑥【4勝0敗】⑦エンペラー⑧1回目...,high,YouTube description source document is available for this video.
video-source-0210,youtube_23ui9dcnmle,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,youtube_description:youtube_23ui9dcnmle,youtube_description,youtube_23ui9dcnmle,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,https://www.youtube.com/watch?v=23ui9dCnMlE,event:1 | result:1,第7回MAXバウトライト級GP一回戦Aブロック | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,第7回MAXバウトライト級GP一回戦Aブロック 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆Aブロック第二試合☆ 🟥①くわしお ②帰ってきたカリスマ貴公子 ③31歳④172cm⑤カイザーアスリート ⑥【11勝6敗】⑦M・H⑧2回目 ⑨なし ⑩ワインセル 🆚 🟦①ブルーワン ②皇帝ビッグウェーブ ③28歳④178cm⑤エキサイトクラス ⑥【16勝5敗】⑦エンペラー⑧5回目 ⑨現エンペラーライト級王者...,high,YouTube description source document is available for this video.
video-source-0211,youtube_lk45sjahdk0,フルファイト！第7回 MAXバウトライト級GP決勝　ランダーデビルvsブルーワン,youtube_description:youtube_lk45sjahdk0,youtube_description,youtube_lk45sjahdk0,フルファイト！第7回 MAXバウトライト級GP決勝　ランダーデビルvsブルーワン,https://www.youtube.com/watch?v=LK45sJahdK0,event:2 | result:1,第７回MAXバウトライト級GP決勝 | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第5回 MAXバウトライト級トーナメント優勝,第７回MAXバウトライト級GP決勝 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆決勝 🟥①ランダーデビル ②デビル軍最強の男 ③35歳④174cm⑤デビル軍 ⑥【29勝5敗】⑦M・H⑧5回目 ⑨現M・Hライト級王者 第5回 MAXバウトライト級トーナメント優勝 ⑩ブルーワン 🆚 🟦①ブルーワン ②皇帝ビッグウェーブ ③28歳④178cm⑤エキサイトクラス ⑥【19勝5敗】⑦エンペラー⑧5回目 ⑨現エ...,high,YouTube description source document is available for this video.
video-source-0212,youtube_eqlubfqon_q,フルファイト！ヴァン・ブルックスvsダイス・ヴォルケード エンペラーNo.110 ミドル級ワンマッチ,youtube_description:youtube_eqlubfqon_q,youtube_description,youtube_eqlubfqon_q,フルファイト！ヴァン・ブルックスvsダイス・ヴォルケード エンペラーNo.110 ミドル級ワンマッチ,https://www.youtube.com/watch?v=EqlubfqON-Q,event:1 | note_url:1 | youtube_url:2,エンペラーNo.110第三試合 | https://note.com/xyz1090 | https://youtu.be/IY1WaJ22vP0 | https://youtu.be/RSdWBnQvynU,エンペラーNo.110第三試合 【エンペラー公式ルール】 5分3R 肘あり サッカーボールキック、踏みつけ、3点ポジションでの足での攻撃（手と足が地についてる状態） ☆ミドル級ワンマッチ ダイス・ヴォルケード 31歳 190cm ＫＢMトップチーム 【1勝1敗】 🆚 ヴァン・ブルックス 26歳 192cm ナックルパート 【メジャー初参戦】 【荒木の架空の格闘技=ARAKAKU】 ARAKAKUが始まります。 ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえ...,high,YouTube description source document is available for this video.
video-source-0213,youtube_ckhfjmv2gfe,フルファイト！ヴァン・ブルックスvsアトゥリうえはら エンペラーNo.114 ミドル級ワンマッチ,youtube_description:youtube_ckhfjmv2gfe,youtube_description,youtube_ckhfjmv2gfe,フルファイト！ヴァン・ブルックスvsアトゥリうえはら エンペラーNo.114 ミドル級ワンマッチ,https://www.youtube.com/watch?v=cKhfJMv2GFE,event:1,エンペラーNo.114,エンペラーNo.114 ☆ミドル級ワンマッチ 🟥ヴァン・ブルックス 28歳 192cm ナックルパート 【0勝1敗】 🆚 🟦アトゥリうえはら 24歳 186cm パーフェクトジム 【0勝1敗】 #アラカク #あらかく #格闘技 #架空 #クロコップ #mma,high,YouTube description source document is available for this video.
video-source-0214,youtube_jfai2e7nwcw,フルファイト！ワインセルvsハリス・オルビック ターゲットNo.88 ライト級ワンマッチ,youtube_description:youtube_jfai2e7nwcw,youtube_description,youtube_jfai2e7nwcw,フルファイト！ワインセルvsハリス・オルビック ターゲットNo.88 ライト級ワンマッチ,https://www.youtube.com/watch?v=jfaI2E7nwCw,event:1 | note_url:1 | youtube_url:2,ターゲットNo.88第三試合 | https://note.com/xyz1090 | https://youtu.be/IY1WaJ22vP0 | https://youtu.be/RSdWBnQvynU,ターゲットNo.88第三試合 ☆ライト級ワンマッチ ハリス・オルビック 37歳 175cm チームリクター 【26勝15敗】 🆚 ワインセル 28歳 165cm ワインセルジム 【6勝5敗】 【荒木の架空の格闘技=ARAKAKU】 ARAKAKUが始まります。 ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊 ARAKAKU note https://note.com/xyz1090 ARAKAKU Twitter https://mobil...,high,YouTube description source document is available for this video.
video-source-0215,youtube_m3upkoczyo4,フルファイト！ワインセルvsセンサー・ファッジ　No.95 ライト級ワンマッチ,youtube_description:youtube_m3upkoczyo4,youtube_description,youtube_m3upkoczyo4,フルファイト！ワインセルvsセンサー・ファッジ　No.95 ライト級ワンマッチ,https://www.youtube.com/watch?v=M3uPKocZYO4,event:1,ターゲットNo.95,ターゲットNo.95 ☆ライト級ワンマッチ 🟥ワインセル 31歳 165cm ワインセルジム 【8勝7敗】 🆚 🟦センサー・ファッジ 31歳 174cm チームフラッシュ 【3勝2敗】 #アラカク #あらかく #格闘技 #架空 #クロコップ #shorts #mma,high,YouTube description source document is available for this video.
video-source-0216,youtube_14fzpah41t0,フルファイト！ワインセルvsイベルト・キューミ ターゲットNo.93 ライト級ワンマッチ,youtube_description:youtube_14fzpah41t0,youtube_description,youtube_14fzpah41t0,フルファイト！ワインセルvsイベルト・キューミ ターゲットNo.93 ライト級ワンマッチ,https://www.youtube.com/watch?v=14fZPAh41t0,event:1,ターゲットNo.93,ターゲットNo.93 ☆ライト級ワンマッチ 🟥ワインセル31歳 165cm ワインセルジム【7勝7敗】 🆚 🟦イベルト・キューミ30歳 180cm チームカーリン【2勝2敗】 #アラカク #あらかく #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
