bout_id,event_id,promotion_id,bout_order,division,weight_class_id,bout_type,fighter_a_id,fighter_a,fighter_a_corner,fighter_b_id,fighter_b,fighter_b_corner,winner_id,winner,loser_id,loser,round,time,method_raw,method_normalized,technique,decision_score,is_title_bout,title_id,title_result,title_note,source_article_id,notes,result_status,inferred_from_video_id,inferred_from_video_title,inferred_confidence
emperor-111-kb7j3t8t8zs,emperor-111,emperor,2,ミドル級,middleweight,one_match,fighter_2fdaa958ad,ロコール・アラニン,,fighter_b9115f2d71,チャールス・ブランディン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_kb7j3t8t8zs,フルファイト！ロコール・アラニンvsチャールス・ブランディン エンペラーNo.111 ミドル級ワンマッチ,high
target-92-sttxjk1ugrg,target-92,target,5,ライト級,lightweight,one_match,fighter_0de6ecf382,レーサー・ガルシア,,daina,だいな,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_sttxjk1ugrg,フルファイト！レーサー・ガルシアvsだいな　ターゲットNo.92 ライト級ワンマッチ,high
emperor-117-qf4ikb9ib_c,emperor-117,emperor,3,ミドル級,middleweight,one_match,fighter_32d0d719ec,レイ・ガシーオ,,rouged_starry,ルージュド・スターリー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_qf4ikb9ib_c,フルファイト！レイ・ガシーオvsルージュド・スターリー エンペラーNo.117 ミドル級ワンマッチ,high
emperor-118-isftownyj1u,emperor-118,emperor,5,ミドル級,middleweight,one_match,rouged_starry,ルージュド・スターリー,,fighter_578e54d009,アマルド・ビュエーラ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_isftownyj1u,フルファイト！ルージュド・スターリーvsアマルド・ビュエーラ エンペラーNo.118 ミドル級ワンマッチ,high
mh-30-4d8cgcsgpki,mh-30,mh,5,ライト級,lightweight,title_match,lander_devil,ランダーデビル,,sangoku,さんごく,,,,,,,,,,,,true,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_4d8cgcsgpki,フルファイト！ランダーデビルvsさんごく マウンテン・ヒーローズNo.30 ライト級タイトルマッチ,high
mh-27-dpfnqvami3s,mh-27,mh,5,ミドル級,middleweight,one_match,fighter_392d495da8,ライン・デュオ,,tail_junk,テール・ジャンク,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_dpfnqvami3s,フルファイト！ライン・デュオvsテール・ジャンク マウンテン・ヒーローズNo.27 ミドル級ワンマッチ,high
mh-27-ixbizmwgzn4,mh-27,mh,4,ライト級,lightweight,one_match,fighter_4315a5de6a,ヨルセン・バクダリア,,sangoku,さんごく,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ixbizmwgzn4,フルファイト！ヨルセン・バクダリアvsさんごく マウンテン・ヒーローズNo.27 ライト級ワンマッチ,high
mh-30-gyn9fbpcwsq,mh-30,mh,4,ライト級,lightweight,one_match,fighter_ceabf5fde9,ムラト・クツワ,,fighter_25fddbaacc,ダブド・ガブリシャン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_gyn9fbpcwsq,フルファイト！ムラト・クツワvsダブド・ガブリシャン マウンテン・ヒーローズNo.30 ライト級ワンマッチ,high
mh-29-drke4kjgmuu,mh-29,mh,7,ライト級,lightweight,one_match,fighter_ceabf5fde9,ムラト・クツワ,,fighter_eddb8db316,ジョン・バレー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_drke4kjgmuu,フルファイト！ムラト・クツワvsジョン・バレー マウンテン・ヒーローズNo.29 ライト級ワンマッチ,high
mh-35-wtgb_0m60sk,mh-35,mh,3,ライト級,lightweight,one_match,fighter_ceabf5fde9,ムラト・クツワ,,kawakami,かわかみ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_wtgb_0m60sk,フルファイト！ムラト・クツワvsかわかみ マウンテン・ヒーローズNo.35 ライト級ワンマッチ,high
target-87-aczznfws9eg,target-87,target,10,ミドル級,middleweight,one_match,fighter_e9d2feca82,ミハエル・ボタルニカ,,fighter_d85580c276,ビル・ジャガー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_aczznfws9eg,フルファイト！ミハエル・ボタルニカvsビル・ジャガー ターゲットNo.87 ミドル級ワンマッチ,high
emperor-115-qwxsvgtscqe,emperor-115,emperor,5,ライト級,lightweight,title_match,marco_fraser,マルコ・フレイザー,,blue_one,ブルーワン,,,,,,,,,,,,true,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_qwxsvgtscqe,フルファイト！マルコ・フレイザーvsブルーワン エンペラーNo.115 ライト級タイトルマッチ,high
emperor-116-v3usbpsmp_g,emperor-116,emperor,3,ライト級,lightweight,one_match,marco_fraser,マルコ・フレイザー,,fighter_615bb339dc,ブライン・ジャスター,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_v3usbpsmp_g,フルファイト！マルコ・フレイザーvsブライン・ジャスター エンペラーNo.116 ライト級ワンマッチ,high
emperor-117-vpw0enyucay,emperor-117,emperor,2,ライト級,lightweight,one_match,marco_fraser,マルコ・フレイザー,,fighter_ce9074c06f,パット・バミューダ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_vpw0enyucay,フルファイト！マルコ・フレイザーvsパット・バミューダ エンペラーNo.117 ライト級ワンマッチ,high
emperor-118-kgszncicwxi,emperor-118,emperor,4,ライト級,lightweight,one_match,marco_fraser,マルコ・フレイザー,,fighter_30b7a4a468,ステシエン・チェット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_kgszncicwxi,フルファイト！マルコ・フレイザーvsステシエン・チェット エンペラーNo.118 ライト級ワンマッチ,high
emperor-109-xi7nktkis9a,emperor-109,emperor,4,ライト級,lightweight,one_match,fighter_b73b14350a,ポン・レイゼ,,fighter_4d6356d021,ゆめろう,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_xi7nktkis9a,フルファイト！ポン・レイゼvsゆめろう エンペラーNo.109 ライト級ワンマッチ,high
mh-29-7su1lyzlexi,mh-29,mh,6,ミドル級,middleweight,title_match,fighter_8d86ebfe6f,ヘル・ラッサー,,tail_junk,テール・ジャンク,,,,,,,,,,,,true,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_7su1lyzlexi,フルファイト！ヘル・ラッサーvsテール・ジャンク マウンテンヒーローズNo.29特別試合 ミドル級タイトルマッチ,high
emperor-110-yrhdgy_73de,emperor-110,emperor,4,ミドル級,middleweight,one_match,fighter_808e183fda,ブレード・アロー,,fighter_101d6a4f3f,パリド・アーディン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_yrhdgy_73de,フルファイト！ブレード・アローvsパリド・アーディン エンペラーNo.110 ミドル級ワンマッチ,high
emperor-111-xyil3ugc6bq,emperor-111,emperor,1,ミドル級,middleweight,one_match,fighter_808e183fda,ブレード・アロー,,fighter_5d7998006d,ダイス・ヴォルケード,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_xyil3ugc6bq,フルファイト！ブレード・アローvsダイス・ヴォルケード エンペラーNo.111 ミドル級ワンマッチ,high
target-100-ldhxdwyhrdi,target-100,target,7,ライト級,lightweight,one_match,frahm_gran,フラーム・グラン,,fighter_0de6ecf382,レーサー・ガルシア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ldhxdwyhrdi,フルファイト！フラーム・グランvsレーサー・ガルシア ターゲットNo.100 ライト級ワンマッチ,high
target-93-fmozl8mbbds,target-93,target,5,ライト級,lightweight,one_match,frahm_gran,フラーム・グラン,,fighter_8c8e6330f0,スマット・ターウィ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_fmozl8mbbds,フルファイト！フラーム・グランvsスマット・ターウィ ターゲットNo.93 ライト級ワンマッチ,high
target-98-pj937dfydti,target-98,target,3,ライト級,lightweight,one_match,frahm_gran,フラーム・グラン,,daina,だいな,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_pj937dfydti,フルファイト！フラーム・グランvsだいな ターゲットNo.98 ライト級ワンマッチ,high
target-96-jwumd4nyaew,target-96,target,3,ライト級,lightweight,one_match,frahm_gran,フラーム・グラン,,kitamura,きたむら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_jwumd4nyaew,フルファイト！フラーム・グランvsきたむら ターゲットNo.96 ライト級ワンマッチ,high
target-87-dmjc2rydolm,target-87,target,9,ミドル級,middleweight,title_match,fighter_977f2fdd1d,ファン・ミール・セイバー,,rouged_starry,ルージュド・スターリー,,,,,,,,,,,,true,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_dmjc2rydolm,フルファイト！ファン・ミール・セイバーvsルージュド・スターリー　ターゲットNo.87 ミドル級タイトルマッチ,high
emperor-113-1ap2i0us_bu,emperor-113,emperor,5,ライト級,lightweight,one_match,fighter_ce9074c06f,パット・バミューダ,,napalm,ナパーム,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_1ap2i0us_bu,フルファイト！パット・バミューダvsナパーム エンペラーNo.113 ライト級ワンマッチ,high
target-87-iawju8_v9bm,target-87,target,8,ミドル級,middleweight,one_match,fighter_0d592ec5c6,パス・フィーリー,,kintoki,きんとき,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_iawju8_v9bm,フルファイト！パス・フィーリーvsきんとき ターゲットNo.87 ミドル級ワンマッチ,high
mh-30-3knn6p1e6uu,mh-30,mh,3,ライト級,lightweight,one_match,fighter_6cc24375aa,バンドルフ・ガルブンタ,,rolling_jr,ローリングジュニア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_3knn6p1e6uu,フルファイト！バンドルフ・ガルブンタvsローリングジュニア マウンテン・ヒーローズNo.30 ライト級ワンマッチ,high
target-88-ik8_4qwygxs,target-88,target,2,ライト級,lightweight,one_match,fighter_c6720136f7,バイソンデビル,,fighter_c333ddf234,センサー・ファッジ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ik8_4qwygxs,フルファイト！バイソンデビルvsセンサー・ファッジ ターゲットNo.88 ライト級ワンマッチ,high
target-87-h5bbdqgpdb0,target-87,target,7,ライト級,lightweight,one_match,fighter_c6720136f7,バイソンデビル,,fighter_7bfff5d96b,いたみ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_h5bbdqgpdb0,フルファイト！バイソンデビルvsいたみ　ターゲットNo.87 ライト級ワンマッチ,high
target-97-gvczwhozpiw,target-97,target,5,ライト級,lightweight,one_match,harris_orbick,ハリス・オルビック,,tsukurihara,つくりはら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_gvczwhozpiw,フルファイト！ハリス・オルビックvsつくりはら ターゲットNo.97 ライト級ワンマッチ,high
emperor-109-zylg8y6wvq8,emperor-109,emperor,3,ライト級,lightweight,one_match,napalm,ナパーム,,ice_tron,アイス・トロン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_zylg8y6wvq8,フルファイト！ナパームvsアイス・トロン エンペラーNo.109 ライト級ワンマッチ,high
mh-27-o3fmy6uqse0,mh-27,mh,3,ミドル級,middleweight,one_match,fighter_23a078dc11,トルー・パルドレス,,fighter_d9983ebeb3,クロノ・マリーケン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_o3fmy6uqse0,フルファイト！トルー・パルドレスvsクロノ・マリーケン マウンテン・ヒーローズNo.27 ミドル級ワンマッチ,high
mh-36-ymvonl5nd58,mh-36,mh,4,ミドル級,middleweight,one_match,fighter_23a078dc11,トルー・パルドレス,,fighter_5f53eea569,オーシューワイルド,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ymvonl5nd58,フルファイト！トルー・パルドレスvsオーシューワイルド マウンテン・ヒーローズNo.36 ミドル級ワンマッチ,high
mh-30-bjwu94npmh8,mh-30,mh,2,ミドル級,middleweight,one_match,fighter_23a078dc11,トルー・パルドレス,,rancher_sugaya,らんちゃーすがや,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_bjwu94npmh8,フルファイト！トルー・パルドレスvsらんちゃーすがや マウンテン・ヒーローズNo.30 ミドル級ワンマッチ,high
mh-34-jw_sbyayf0g,mh-34,mh,4,ヘビー級,heavyweight,one_match,tail_junk,テール・ジャンク,,fighter_13ff7e99ab,クーラー・ジョイントン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_jw_sbyayf0g,フルファイト！テール・ジャンクvsクーラー・ジョイントン マウンテン・ヒーローズNo.34 ヘビー級ワンマッチ,high
emperor-114-agecfmrimag,emperor-114,emperor,4,ミドル級,middleweight,one_match,fighter_b9115f2d71,チャールス・ブランディン,,sakaeda,さかえだ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_agecfmrimag,フルファイト！チャールス・ブランディンvsさかえだ エンペラーNo.114 ミドル級ワンマッチ,high
emperor-113-p6jlkp0q7yg,emperor-113,emperor,4,ミドル級,middleweight,one_match,fighter_b23cf227ff,ダートソン,,fighter_1306a749d5,レイ・ガシーオ２,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_p6jlkp0q7yg,フルファイト！ダートソンvsレイ・ガシーオ２エンペラーNo.113 ミドル級ワンマッチ,high
emperor-115-5zxi7yo4qzm,emperor-115,emperor,4,ミドル級,middleweight,one_match,fighter_b23cf227ff,ダートソン,,fighter_e590e4eb0f,アトゥリうえはら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_5zxi7yo4qzm,フルファイト！ダートソンvsアトゥリうえはら エンペラーNo.115 ミドル級ワンマッチ,high
emperor-109-xdyu346kpua,emperor-109,emperor,2,ミドル級,middleweight,one_match,fighter_b23cf227ff,ダートソン,,sakaeda,さかえだ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_xdyu346kpua,フルファイト！ダートソンvsさかえだ エンペラーNo.109 ミドル級ワンマッチ,high
mh-29-mjn3naapvig,mh-29,mh,5,ライト級,lightweight,one_match,fighter_25fddbaacc,ダブド・ガブリシャン,,fighter_4315a5de6a,ヨルセン・バクダリア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_mjn3naapvig,フルファイト！ダブド・ガブリシャンvsヨルセン・バクダリア マウンテン・ヒーローズNo.29 ライト級ワンマッチ,high
mh-31-g84wctvafzq,mh-31,mh,5,ライト級,lightweight,one_match,fighter_25fddbaacc,ダブド・ガブリシャン,,fighter_82d519db98,イスカン・アステ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_g84wctvafzq,フルファイト！ダブド・ガブリシャンvsイスカン・アステ マウンテン・ヒーローズNo.31 ライト級ワンマッチ,high
emperor-109-ghpf2shuuo0,emperor-109,emperor,1,ミドル級,middleweight,one_match,fighter_5d7998006d,ダイス・ヴォルケード,,fighter_32d0d719ec,レイ・ガシーオ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ghpf2shuuo0,フルファイト！ダイス・ヴォルケードvsレイ・ガシーオ エンペラーNo.109 ミドル級ワンマッチ,high
emperor-118-u6_s5feulqm,emperor-118,emperor,3,ミドル級,middleweight,one_match,fighter_5d7998006d,ダイス・ヴォルケード,,fighter_083d80ec79,バルバード・ブワーズ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_u6_s5feulqm,フルファイト！ダイス・ヴォルケードvsバルバード・ブワーズ エンペラーNo.118 ミドル級ワンマッチ,high
emperor-114-s8_61fzru0,emperor-114,emperor,3,ミドル級,middleweight,one_match,fighter_5d7998006d,ダイス・ヴォルケード,,fighter_b23cf227ff,ダートソン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_s8_61fzru0,フルファイト！ダイス・ヴォルケードvsダートソン エンペラーNo.114 ミドル級ワンマッチ,high
mh-34-rofy8v_0baq,mh-34,mh,3,ミドル級,middleweight,one_match,fighter_e15b590179,ゼット,,fighter_392d495da8,ライン・デュオ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_rofy8v_0baq,フルファイト！ゼットvsライン・デュオ マウンテン・ヒーローズNo.34 ミドル級ワンマッチ,high
mh-36-fknoghflync,mh-36,mh,3,ミドル級,middleweight,one_match,fighter_e15b590179,ゼット,,fighter_8d86ebfe6f,ヘル・ラッサー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_fknoghflync,フルファイト！ゼットvsヘル・ラッサー マウンテン・ヒーローズNo.36 ミドル級ワンマッチ,high
mh-31-ufvwllt2pru,mh-31,mh,4,ミドル級,middleweight,one_match,fighter_e15b590179,ゼット,,fighter_d9983ebeb3,クロノ・マリーケン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ufvwllt2pru,フルファイト！ゼットvsクロノ・マリーケン マウンテン・ヒーローズNo.31 ミドル級ワンマッチ,high
mh-27-cgmlpwetfzy,mh-27,mh,2,ミドル級,middleweight,one_match,fighter_e15b590179,ゼット,,gitamin_aaron,ギタミン・アーロン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_cgmlpwetfzy,フルファイト！ゼットvsギタミン・アーロン マウンテン・ヒーローズNo.27 ミドル級ワンマッチ,high
target-92-jh3r2cq39gc,target-92,target,4,ライト級,lightweight,one_match,fighter_c333ddf234,センサー・ファッジ,,harris_orbick,ハリス・オルビック,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_jh3r2cq39gc,フルファイト！センサー・ファッジvsハリス・オルビック　ターゲットNo.92 ライト級ワンマッチ,high
target-87-wdwtmtyvh_y,target-87,target,6,ライト級,lightweight,one_match,fighter_c333ddf234,センサー・ファッジ,,fighter_020b361a38,イベルト・キューミ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_wdwtmtyvh_y,フルファイト！センサー・ファッジvsイベルト・キューミ　ターゲットNo.87 ライト級ワンマッチ,high
emperor-116-r_scebsyoxg,emperor-116,emperor,2,ライト級,lightweight,one_match,fighter_30b7a4a468,ステシエン・チェット,,fighter_4282deeb57,ワンシー・オーフェル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_r_scebsyoxg,フルファイト！ステシエン・チェットvsワンシー・オーフェル エンペラーNo.116 ライト級ワンマッチ,high
emperor-113-5nkfum9czqg,emperor-113,emperor,3,ライト級,lightweight,one_match,fighter_30b7a4a468,ステシエン・チェット,,fighter_4d6356d021,ゆめろう,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_5nkfum9czqg,フルファイト！ステシエン・チェットvsゆめろう エンペラーNo.113 ライト級ワンマッチ,high
mh-31-atvp_2lwnno,mh-31,mh,3,ライト級,lightweight,one_match,fighter_eddb8db316,ジョン・バレー,,rolling_jr,ローリングジュニア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_atvp_2lwnno,フルファイト！ジョン・バレーvsローリングジュニア マウンテン・ヒーローズNo.31 ライト級ワンマッチ,high
emperor-110-1tjfo_ln_zy,emperor-110,emperor,3,ミドル級,middleweight,one_match,fighter_4b95bfe573,シャパール・アミア,,fighter_2fdaa958ad,ロコール・アラニン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_1tjfo_ln_zy,フルファイト！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,high
target-90-gmfpy9x6hec,target-90,target,3,ミドル級,middleweight,one_match,fighter_31e0efe5d2,シガー・ユーナイム,,fighter_977f2fdd1d,ファン・ミール・セイバー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_gmfpy9x6hec,フルファイト！シガー・ユーナイムvsファン・ミール・セイバー ターゲットNo.90 ミドル級ワンマッチ,high
target-92-c9dw76himya,target-92,target,3,ミドル級,middleweight,one_match,fighter_31e0efe5d2,シガー・ユーナイム,,fighter_02f4705d18,ビルジャガー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_c9dw76himya,フルファイト！シガー・ユーナイムvsビルジャガー　ターゲットNo.92 ミドル級ワンマッチジャガーvsシガー,high
target-89-wuxl5lwpr_s,target-89,target,3,ミドル級,middleweight,one_match,fighter_31e0efe5d2,シガー・ユーナイム,,otosawa,おとさわ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_wuxl5lwpr_s,フルファイト！シガー・ユーナイムvsおとさわ　ターゲットNo.89 ミドル級ワンマッチ,high
mh-36-tau8z1fn26s,mh-36,mh,2,ミドル級,middleweight,one_match,fighter_24e2dfb4f3,シェーン・ロブソン,,fighter_169d4ecfe8,ラドフ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_tau8z1fn26s,フルファイト！シェーン・ロブソンvsラドフ マウンテン・ヒーローズNo.36 ミドル級ワンマッチ,high
target-100-ewcidvvtuxu,target-100,target,6,ミドル級,middleweight,one_match,fighter_a850bd04f1,サム・ラッシュ,,zamon,ザモン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ewcidvvtuxu,フルファイト！サム・ラッシュvsザモン ターゲットNo.100 ミドル級ワンマッチ,high
emperor-112-xogycqouw_e,emperor-112,emperor,1,ライト級,lightweight,title_match,colt_apro,コルト・アプロー,,marco_fraser,マルコ・フレイザー,,,,,,,,,,,,true,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_xogycqouw_e,フルファイト！コルト・アプローvsマルコ・フレイザー エンペラーNo.112 ライト級タイトルマッチ,high
emperor-113-kk2aas86c94,emperor-113,emperor,2,ライト級,lightweight,one_match,colt_apro,コルト・アプロー,,blue_one,ブルーワン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_kk2aas86c94,フルファイト！コルト・アプローvsブルーワン エンペラーNo.113 ライト級ワンマッチ,high
emperor-115-f1d9nd7knz4,emperor-115,emperor,3,ライト級,lightweight,one_match,colt_apro,コルト・アプロー,,fighter_ce9074c06f,パット・バミューダ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_f1d9nd7knz4,フルファイト！コルト・アプローvsパット・バミューダ エンペラーNo.115 ライト級ワンマッチ,high
emperor-117-yfqxrut1c7m,emperor-117,emperor,1,ライト級,lightweight,one_match,colt_apro,コルト・アプロー,,fighter_4d6356d021,ゆめろう,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_yfqxrut1c7m,フルファイト！コルト・アプローvsゆめろう エンペラーNo.117 ライト級ワンマッチ,high
mh-33-ibmvbvxf1h8,mh-33,mh,2,ミドル級,middleweight,one_match,fighter_d9983ebeb3,クロノ・マリーケン,,rancher_sugaya,らんちゃーすがや,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ibmvbvxf1h8,フルファイト！クロノ・マリーケンvsらんちゃーすがや マウンテン・ヒーローズNo.33 ミドル級ワンマッチ,high
mh-35-itua47cphqs,mh-35,mh,2,ミドル級,middleweight,one_match,fighter_d9983ebeb3,クロノ・マリーケン,,fighter_abca156858,おおわださーべる,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_itua47cphqs,フルファイト！クロノ・マリーケンvsおおわださーべる マウンテン・ヒーローズNo.35 ミドル級ワンマッチ,high
emperor-114-g4yds9beona,emperor-114,emperor,2,ライト級,lightweight,one_match,fighter_0f529b069a,クレイエル・アビソカ,,fighter_30b7a4a468,ステシエン・チェット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_g4yds9beona,フルファイト！クレイエル・アビソカvsステシエン・チェット エンペラーNo.114 ライト級ワンマッチ,high
emperor-113-f_lgazqr_k,emperor-113,emperor,1,ライト級,lightweight,one_match,fighter_0f529b069a,クレイエル・アビソカ,,sakurai,さくらい,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_f_lgazqr_k,フルファイト！クレイエル・アビソカvsさくらい　エンペラーNo.113 ライト級ワンマッチ,high
mh-33-v8kurvjahza,mh-33,mh,1,ライト級,lightweight,one_match,fighter_a5b1c7ad26,キマイラ,,fighter_ceabf5fde9,ムラト・クツワ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_v8kurvjahza,フルファイト！キマイラvsムラト・クツワ マウンテン・ヒーローズNo.33 ライト級ワンマッチ,high
mh-32-3o11cg8ggo,mh-32,mh,5,ライト級,lightweight,one_match,fighter_a5b1c7ad26,キマイラ,,fighter_6cc24375aa,バンドルフ・ガルブンタ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_3o11cg8ggo,フルファイト！キマイラvsバンドルフ・ガルブンタ　 マウンテン・ヒーローズNo.32 ライト級ワンマッチ,high
mh-34-8coks1pwkrk,mh-34,mh,2,ライト級,lightweight,one_match,fighter_a5b1c7ad26,キマイラ,,fighter_25fddbaacc,ダブド・ガブリシャン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_8coks1pwkrk,フルファイト！キマイラvsダブド・ガブリシャン マウンテン・ヒーローズNo.34 ライト級ワンマッチ,high
